location_id_str,state_abbr,location_desc,race,Female,Male,male_female_diff,male_female_ratio
12069,FL,Lake County,Black,309.3,467.9,158.59999999999997,1.5127707727125768
12069,FL,Lake County,Hispanic,183.2,255.4,72.20000000000002,1.39410480349345
12069,FL,Lake County,More than one race,103.5,299.3,195.8,2.891787439613527
12069,FL,Lake County,Overall,236.6,393.6,157.00000000000003,1.6635672020287406
12069,FL,Lake County,White,242.2,412.0,169.8,1.7010734929810074
12071,FL,Lee County,Asian,74.9,172.3,97.4,2.300400534045394
12071,FL,Lee County,Black,244.3,309.2,64.89999999999998,1.2656569791240277
12071,FL,Lee County,Hispanic,153.1,212.4,59.30000000000001,1.387328543435663
12071,FL,Lee County,More than one race,117.9,,,
12071,FL,Lee County,Overall,164.9,286.0,121.1,1.7343844754396602
12071,FL,Lee County,White,165.0,301.8,136.8,1.829090909090909
12073,FL,Leon County,Asian,0.0,135.0,135.0,inf
12073,FL,Leon County,Black,269.8,436.0,166.2,1.6160118606375091
12073,FL,Leon County,Hispanic,120.9,100.3,-20.60000000000001,0.8296112489660876
12073,FL,Leon County,Overall,228.8,365.6,136.8,1.597902097902098
12073,FL,Leon County,White,228.7,369.4,140.7,1.615216440752077
12075,FL,Levy County,Asian,134.2,243.7,109.5,1.8159463487332341
12075,FL,Levy County,Black,313.8,518.5,204.7,1.6523263224984066
12075,FL,Levy County,Hispanic,185.6,274.2,88.6,1.4773706896551724
12075,FL,Levy County,Overall,269.0,436.3,167.3,1.6219330855018588
12075,FL,Levy County,White,276.6,450.1,173.5,1.6272595806218366
12077,FL,Liberty County,Black,264.7,411.5,146.8,1.5545901020022668
12077,FL,Liberty County,Overall,252.1,410.6,158.50000000000003,1.6287187623958748
12077,FL,Liberty County,White,255.4,450.1,194.70000000000002,1.7623335943617855
12079,FL,Madison County,Black,350.4,608.8,258.4,1.7374429223744292
12079,FL,Madison County,Overall,289.8,548.8,258.99999999999994,1.8937198067632848
12079,FL,Madison County,White,279.7,497.6,217.90000000000003,1.7790489810511263
12081,FL,Manatee County,Asian,99.5,157.0,57.5,1.5778894472361809
12081,FL,Manatee County,Black,300.2,472.9,172.7,1.5752831445702864
12081,FL,Manatee County,Hispanic,115.2,231.8,116.60000000000001,2.0121527777777777
12081,FL,Manatee County,More than one race,157.8,185.0,27.19999999999999,1.1723700887198985
12081,FL,Manatee County,Overall,181.8,304.7,122.89999999999998,1.6760176017601758
12081,FL,Manatee County,White,183.7,305.5,121.80000000000001,1.663037561241154
12083,FL,Marion County,Asian,251.2,349.7,98.5,1.3921178343949046
12083,FL,Marion County,Black,378.3,523.4,145.09999999999997,1.3835580227332804
12083,FL,Marion County,Hispanic,217.5,323.5,106.0,1.4873563218390804
12083,FL,Marion County,More than one race,136.3,257.3,121.0,1.887747615553925
12083,FL,Marion County,Overall,322.7,518.1,195.40000000000003,1.605515959095135
12083,FL,Marion County,White,328.0,542.1,214.10000000000002,1.6527439024390245
12085,FL,Martin County,Asian,120.8,168.2,47.39999999999999,1.3923841059602649
12085,FL,Martin County,Black,260.9,406.2,145.3,1.5569183595247222
12085,FL,Martin County,Hispanic,98.5,248.6,150.1,2.5238578680203045
12085,FL,Martin County,Overall,161.3,288.9,127.59999999999997,1.791072535647861
12085,FL,Martin County,White,163.3,286.2,122.89999999999998,1.7526025719534597
12086,FL,Miami-Dade County,Asian,121.2,204.4,83.2,1.6864686468646866
12086,FL,Miami-Dade County,Black,330.5,503.1,172.60000000000002,1.5222390317700454
12086,FL,Miami-Dade County,Hispanic,187.8,346.1,158.3,1.8429179978700745
12086,FL,Miami-Dade County,More than one race,78.2,155.0,76.8,1.9820971867007673
12086,FL,Miami-Dade County,Overall,214.5,381.2,166.7,1.777156177156177
12086,FL,Miami-Dade County,White,254.7,454.7,200.0,1.7852375343541422
12087,FL,Monroe County,Asian,103.2,208.9,105.7,2.02422480620155
12087,FL,Monroe County,Black,310.3,516.4,206.09999999999997,1.6641959394134707
12087,FL,Monroe County,Hispanic,177.0,281.5,104.5,1.5903954802259888
12087,FL,Monroe County,More than one race,,149.5,,
12087,FL,Monroe County,Overall,154.0,318.6,164.60000000000002,2.068831168831169
12087,FL,Monroe County,White,144.1,339.3,195.20000000000002,2.354614850798057
12089,FL,Nassau County,Asian,118.0,167.4,49.400000000000006,1.4186440677966101
12089,FL,Nassau County,Black,325.0,529.0,204.0,1.6276923076923078
12089,FL,Nassau County,Hispanic,134.5,183.0,48.5,1.3605947955390334
12089,FL,Nassau County,More than one race,,464.9,,
12089,FL,Nassau County,Overall,227.3,419.5,192.2,1.8455785305763308
12089,FL,Nassau County,White,225.8,423.0,197.2,1.8733392382639502
12091,FL,Okaloosa County,Asian,87.2,,,
12091,FL,Okaloosa County,Black,275.4,317.7,42.30000000000001,1.1535947712418302
12091,FL,Okaloosa County,Hispanic,164.5,229.9,65.4,1.3975683890577508
12091,FL,Okaloosa County,Overall,224.5,366.9,142.39999999999998,1.6342984409799552
12091,FL,Okaloosa County,White,240.9,379.5,138.6,1.5753424657534245
12093,FL,Okeechobee County,Asian,124.3,178.9,54.60000000000001,1.4392598551890587
12093,FL,Okeechobee County,Black,277.7,424.6,146.90000000000003,1.5289881166726684
12093,FL,Okeechobee County,Hispanic,277.5,252.5,-25.0,0.9099099099099099
12093,FL,Okeechobee County,More than one race,,134.8,,
12093,FL,Okeechobee County,Overall,315.1,433.6,118.5,1.3760710885433196
12093,FL,Okeechobee County,White,329.5,486.7,157.2,1.4770864946889226
12095,FL,Orange County,American Indian or Alaska Native,,150.7,,
12095,FL,Orange County,Asian,93.0,186.8,93.80000000000001,2.0086021505376346
12095,FL,Orange County,Black,298.7,411.0,112.30000000000001,1.375962504184801
12095,FL,Orange County,Hispanic,154.8,260.6,105.80000000000001,1.6834625322997416
12095,FL,Orange County,More than one race,63.0,96.8,33.8,1.5365079365079364
12095,FL,Orange County,Overall,225.8,357.8,132.0,1.5845881310894596
12095,FL,Orange County,White,251.2,409.3,158.10000000000002,1.6293789808917198
12097,FL,Osceola County,Asian,125.7,182.1,56.39999999999999,1.4486873508353222
12097,FL,Osceola County,Black,298.5,416.1,117.60000000000002,1.3939698492462311
12097,FL,Osceola County,Hispanic,221.3,292.6,71.30000000000001,1.3221870763669228
12097,FL,Osceola County,More than one race,72.3,160.1,87.8,2.2143845089903182
12097,FL,Osceola County,Overall,255.3,369.6,114.30000000000001,1.4477085781433607
12097,FL,Osceola County,White,285.5,433.7,148.2,1.5190893169877409
12099,FL,Palm Beach County,Asian,125.9,185.4,59.5,1.472597299444003
12099,FL,Palm Beach County,Black,259.6,362.2,102.59999999999997,1.3952234206471492
12099,FL,Palm Beach County,Hispanic,150.9,231.9,81.0,1.536779324055666
12099,FL,Palm Beach County,More than one race,77.1,145.5,68.4,1.8871595330739301
12099,FL,Palm Beach County,Overall,192.9,317.2,124.29999999999998,1.6443753240020735
12099,FL,Palm Beach County,White,188.8,325.3,136.5,1.7229872881355932
12101,FL,Pasco County,Asian,118.5,222.7,104.19999999999999,1.8793248945147678
12101,FL,Pasco County,Black,305.0,441.0,136.0,1.4459016393442623
12101,FL,Pasco County,Hispanic,182.0,280.7,98.69999999999999,1.5423076923076922
12101,FL,Pasco County,More than one race,135.7,154.7,19.0,1.140014738393515
12101,FL,Pasco County,Overall,233.2,412.8,179.60000000000002,1.770154373927959
12101,FL,Pasco County,White,241.7,439.9,198.2,1.8200248241621846
12103,FL,Pinellas County,Asian,119.8,172.7,52.89999999999999,1.4415692821368948
12103,FL,Pinellas County,Black,308.0,485.3,177.3,1.5756493506493507
12103,FL,Pinellas County,Hispanic,179.3,257.1,77.80000000000001,1.433909648633575
12103,FL,Pinellas County,More than one race,107.2,231.0,123.8,2.154850746268657
12103,FL,Pinellas County,Overall,198.9,354.2,155.29999999999998,1.780794369029663
12103,FL,Pinellas County,White,195.7,354.7,159.0,1.8124680633622892
12105,FL,Polk County,American Indian or Alaska Native,166.5,191.0,24.5,1.147147147147147
12105,FL,Polk County,Asian,110.1,188.7,78.6,1.7138964577656675
12105,FL,Polk County,Black,301.3,463.3,162.0,1.537670096249585
12105,FL,Polk County,Hispanic,180.2,266.1,85.90000000000003,1.4766925638179802
12105,FL,Polk County,More than one race,109.9,133.4,23.5,1.213830755232029
12105,FL,Polk County,Overall,239.2,380.2,141.0,1.589464882943144
12105,FL,Polk County,White,247.8,398.8,151.0,1.609362389023406
12107,FL,Putnam County,Asian,136.6,203.4,66.80000000000001,1.4890190336749636
12107,FL,Putnam County,Black,357.4,459.3,101.90000000000003,1.2851147174034696
12107,FL,Putnam County,Hispanic,135.4,219.1,83.69999999999999,1.6181683899556867
12107,FL,Putnam County,Overall,240.5,431.1,190.60000000000002,1.7925155925155927
12107,FL,Putnam County,White,230.7,456.7,226.0,1.9796272214997832
12109,FL,St. Johns County,Asian,88.4,163.7,75.29999999999998,1.851809954751131
12109,FL,St. Johns County,Black,232.9,466.8,233.9,2.004293688278231
12109,FL,St. Johns County,Hispanic,112.1,210.2,98.1,1.8751115075825155
12109,FL,St. Johns County,More than one race,,178.8,,
12109,FL,St. Johns County,Overall,187.2,274.7,87.5,1.46741452991453
12109,FL,St. Johns County,White,197.9,276.9,78.99999999999997,1.3991915108640727
12111,FL,St. Lucie County,Asian,142.0,,,
12111,FL,St. Lucie County,Black,264.0,431.5,167.5,1.634469696969697
12111,FL,St. Lucie County,Hispanic,138.8,211.0,72.19999999999999,1.5201729106628241
12111,FL,St. Lucie County,Overall,204.6,327.9,123.29999999999998,1.6026392961876832
12111,FL,St. Lucie County,White,204.4,337.5,133.1,1.651174168297456
12113,FL,Santa Rosa County,Asian,81.7,242.8,161.10000000000002,2.9718482252141984
12113,FL,Santa Rosa County,Black,319.9,413.9,94.0,1.2938418255704909
12113,FL,Santa Rosa County,Hispanic,142.8,206.7,63.89999999999998,1.4474789915966384
12113,FL,Santa Rosa County,Overall,229.3,376.4,147.09999999999997,1.6415176624509376
12113,FL,Santa Rosa County,White,235.5,391.9,156.39999999999998,1.6641188959660296
12115,FL,Sarasota County,Asian,65.6,131.9,66.30000000000001,2.010670731707317
12115,FL,Sarasota County,Black,257.8,384.1,126.30000000000001,1.4899146625290924
12115,FL,Sarasota County,Hispanic,103.1,201.2,98.1,1.9515033947623666
12115,FL,Sarasota County,Overall,141.1,289.7,148.6,2.0531537916371367
12115,FL,Sarasota County,White,139.5,295.7,156.2,2.1197132616487453
12117,FL,Seminole County,Asian,96.4,193.7,97.29999999999998,2.009336099585062
12117,FL,Seminole County,Black,287.6,439.2,151.59999999999997,1.5271210013908205
12117,FL,Seminole County,Hispanic,150.4,236.5,86.1,1.572473404255319
12117,FL,Seminole County,More than one race,191.5,110.3,-81.2,0.5759791122715404
12117,FL,Seminole County,Overall,198.9,327.0,128.1,1.6440422322775263
12117,FL,Seminole County,White,212.7,346.3,133.60000000000002,1.6281147155618243
12119,FL,Sumter County,Asian,153.3,252.8,99.5,1.649054142204827
12119,FL,Sumter County,Black,341.6,469.6,128.0,1.3747072599531616
12119,FL,Sumter County,Hispanic,190.8,241.1,50.29999999999998,1.2636268343815513
12119,FL,Sumter County,More than one race,142.7,179.1,36.400000000000006,1.2550805886475123
12119,FL,Sumter County,Overall,206.3,334.4,128.09999999999997,1.6209403780901597
12119,FL,Sumter County,White,199.0,353.1,154.10000000000002,1.7743718592964826
12121,FL,Suwannee County,Black,399.6,505.9,106.29999999999995,1.2660160160160159
12121,FL,Suwannee County,Hispanic,,376.0,,
12121,FL,Suwannee County,Overall,272.1,427.0,154.89999999999998,1.5692760014700478
12121,FL,Suwannee County,White,259.4,443.2,183.8,1.7085582112567463
12123,FL,Taylor County,Black,320.1,518.0,197.89999999999998,1.6182442986566696
12123,FL,Taylor County,Overall,267.7,424.4,156.7,1.5853567426223385
12123,FL,Taylor County,White,287.1,438.5,151.39999999999998,1.527342389411355
12125,FL,Union County,Black,238.2,527.5,289.3,2.214525608732158
12125,FL,Union County,Hispanic,83.3,,,
12125,FL,Union County,Overall,196.8,675.9,479.09999999999997,3.434451219512195
12125,FL,Union County,White,200.3,613.2,412.90000000000003,3.0614078881677482
12127,FL,Volusia County,American Indian or Alaska Native,,157.5,,
12127,FL,Volusia County,Asian,102.0,277.5,175.5,2.7205882352941178
12127,FL,Volusia County,Black,337.3,531.0,193.7,1.574266231841091
12127,FL,Volusia County,Hispanic,164.5,317.0,152.5,1.9270516717325228
12127,FL,Volusia County,More than one race,125.2,1335.8,1210.6,10.669329073482427
12127,FL,Volusia County,Overall,266.5,440.0,173.5,1.6510318949343339
12127,FL,Volusia County,White,274.0,449.4,175.39999999999998,1.6401459854014597
12129,FL,Wakulla County,Black,267.4,439.0,171.60000000000002,1.641735228122663
12129,FL,Wakulla County,Overall,232.1,410.9,178.79999999999998,1.7703576044808271
12129,FL,Wakulla County,White,231.8,449.6,217.8,1.9396031061259706
12131,FL,Walton County,Asian,126.5,,,
12131,FL,Walton County,Black,383.0,382.4,-0.6000000000000227,0.9984334203655352
12131,FL,Walton County,Hispanic,145.5,48.0,-97.5,0.32989690721649484
12131,FL,Walton County,Overall,236.7,333.2,96.5,1.4076890578791719
12131,FL,Walton County,White,234.9,350.4,115.49999999999997,1.4916985951468709
12133,FL,Washington County,Black,394.1,504.3,110.19999999999999,1.279624460796752
12133,FL,Washington County,Overall,363.6,585.7,222.10000000000002,1.6108360836083608
12133,FL,Washington County,White,369.8,590.8,220.99999999999994,1.5976203353163871
13001,GA,Appling County,Black,380.2,516.6,136.40000000000003,1.358758548132562
13001,GA,Appling County,Overall,329.1,554.1,225.0,1.6836827711941658
13001,GA,Appling County,White,344.5,568.2,223.70000000000005,1.6493468795355588
13003,GA,Atkinson County,Black,437.0,403.5,-33.5,0.9233409610983981
13003,GA,Atkinson County,Overall,377.7,596.2,218.50000000000006,1.5785014561821553
13003,GA,Atkinson County,White,417.7,668.3,250.59999999999997,1.599952118745511
13005,GA,Bacon County,Black,430.5,538.6,108.10000000000002,1.2511033681765389
13005,GA,Bacon County,Overall,376.7,585.9,209.2,1.555349084151845
13005,GA,Bacon County,White,377.5,632.6,255.10000000000002,1.6757615894039735
13007,GA,Baker County,Black,309.7,380.7,71.0,1.2292541168873103
13007,GA,Baker County,Overall,273.9,504.6,230.70000000000005,1.842278203723987
13007,GA,Baker County,White,306.1,568.1,262.0,1.8559294348252204
13009,GA,Baldwin County,Black,449.3,595.7,146.40000000000003,1.325840195860227
13009,GA,Baldwin County,Overall,411.5,599.1,187.60000000000002,1.4558930741190765
13009,GA,Baldwin County,White,434.3,597.6,163.3,1.3760073681786784
13011,GA,Banks County,Black,383.5,667.4,283.9,1.7402868318122555
13011,GA,Banks County,Hispanic,167.4,93.1,-74.30000000000001,0.556152927120669
13011,GA,Banks County,Overall,295.3,430.0,134.7,1.4561462919065358
13011,GA,Banks County,White,309.7,440.0,130.3,1.420729738456571
13013,GA,Barrow County,Asian,161.7,109.6,-52.099999999999994,0.6777983920841064
13013,GA,Barrow County,Black,314.2,472.3,158.10000000000002,1.503182686187142
13013,GA,Barrow County,Hispanic,151.5,137.2,-14.300000000000011,0.9056105610561055
13013,GA,Barrow County,Overall,273.6,372.7,99.09999999999997,1.3622076023391811
13013,GA,Barrow County,White,276.5,392.0,115.5,1.4177215189873418
13015,GA,Bartow County,Asian,126.6,206.9,80.30000000000001,1.6342812006319116
13015,GA,Bartow County,Black,312.9,628.8,315.9,2.0095877277085332
13015,GA,Bartow County,Hispanic,93.5,178.9,85.4,1.9133689839572192
13015,GA,Bartow County,Overall,370.8,601.1,230.3,1.62108953613808
13015,GA,Bartow County,White,389.4,627.9,238.5,1.6124807395993837
13017,GA,Ben Hill County,Black,389.0,708.3,319.29999999999995,1.820822622107969
13017,GA,Ben Hill County,Overall,395.9,659.6,263.70000000000005,1.6660772922455167
13017,GA,Ben Hill County,White,406.3,620.3,213.99999999999994,1.5267044056116168
13019,GA,Berrien County,Black,375.0,652.0,277.0,1.7386666666666666
13019,GA,Berrien County,Overall,295.4,576.2,280.80000000000007,1.9505754908598514
13019,GA,Berrien County,White,305.5,614.7,309.20000000000005,2.012111292962357
13021,GA,Bibb County,Black,446.1,753.3,307.19999999999993,1.6886348352387355
13021,GA,Bibb County,Overall,411.1,649.1,238.0,1.5789345657990757
13021,GA,Bibb County,White,374.7,589.5,214.8,1.5732586068855086
13023,GA,Bleckley County,Black,410.3,700.2,289.90000000000003,1.7065561784060443
13023,GA,Bleckley County,Overall,338.4,564.4,226.0,1.6678486997635935
13023,GA,Bleckley County,White,327.4,514.5,187.10000000000002,1.5714722052535126
13025,GA,Brantley County,Black,394.3,583.6,189.3,1.4800913010398173
13025,GA,Brantley County,Overall,323.3,571.6,248.3,1.7680173213733374
13025,GA,Brantley County,White,320.7,602.6,281.90000000000003,1.8790146554412224
13027,GA,Brooks County,Black,366.6,592.2,225.60000000000002,1.6153846153846154
13027,GA,Brooks County,Overall,323.1,430.4,107.29999999999995,1.3320953265242956
13027,GA,Brooks County,White,310.9,432.3,121.40000000000003,1.3904792537793504
13029,GA,Bryan County,Black,370.8,413.8,43.0,1.11596548004315
13029,GA,Bryan County,Hispanic,,221.4,,
13029,GA,Bryan County,Overall,282.9,471.8,188.90000000000003,1.6677271120537294
13029,GA,Bryan County,White,256.0,484.1,228.10000000000002,1.891015625
13031,GA,Bulloch County,Black,438.2,434.5,-3.6999999999999886,0.991556366955728
13031,GA,Bulloch County,Overall,308.1,448.1,140.0,1.4543979227523531
13031,GA,Bulloch County,White,278.2,474.1,195.90000000000003,1.7041696621135876
13033,GA,Burke County,Black,389.0,623.4,234.39999999999998,1.6025706940874036
13033,GA,Burke County,Overall,294.0,527.8,233.79999999999995,1.795238095238095
13033,GA,Burke County,White,287.5,522.9,235.39999999999998,1.818782608695652
13035,GA,Butts County,Asian,,324.3,,
13035,GA,Butts County,Black,298.3,492.8,194.5,1.6520281595709017
13035,GA,Butts County,Hispanic,,159.7,,
13035,GA,Butts County,Overall,294.9,504.5,209.60000000000002,1.7107494065785014
13035,GA,Butts County,White,300.9,535.3,234.39999999999998,1.778996344300432
13037,GA,Calhoun County,Black,328.3,467.1,138.8,1.4227840389887298
13037,GA,Calhoun County,Overall,298.7,501.6,202.90000000000003,1.6792768664211586
13037,GA,Calhoun County,White,277.7,513.2,235.50000000000006,1.8480374504861363
13039,GA,Camden County,Black,362.3,560.4,198.09999999999997,1.546784432790505
13039,GA,Camden County,Overall,283.4,526.5,243.10000000000002,1.8577981651376148
13039,GA,Camden County,White,258.8,548.0,289.2,2.1174652241112826
13043,GA,Candler County,Black,433.5,552.7,119.20000000000005,1.274971164936563
13043,GA,Candler County,Overall,361.5,539.4,177.89999999999998,1.4921161825726141
13043,GA,Candler County,White,378.2,560.6,182.40000000000003,1.4822845055526177
13045,GA,Carroll County,Asian,128.0,190.6,62.599999999999994,1.4890625
13045,GA,Carroll County,Black,395.8,674.0,278.2,1.7028802425467406
13045,GA,Carroll County,Hispanic,84.5,159.6,75.1,1.888757396449704
13045,GA,Carroll County,Overall,348.9,609.9,261.0,1.7480653482373174
13045,GA,Carroll County,White,344.1,610.4,266.29999999999995,1.7739029351932576
13047,GA,Catoosa County,Black,324.3,672.0,347.7,2.0721554116558742
13047,GA,Catoosa County,Hispanic,129.9,134.1,4.199999999999989,1.0323325635103926
13047,GA,Catoosa County,Overall,306.2,461.2,155.0,1.5062050947093404
13047,GA,Catoosa County,White,318.2,477.2,159.0,1.4996857322438717
13049,GA,Charlton County,Black,408.3,513.8,105.49999999999994,1.2583884398726426
13049,GA,Charlton County,Overall,250.0,387.5,137.5,1.55
13049,GA,Charlton County,White,236.8,408.3,171.5,1.724239864864865
13051,GA,Chatham County,Asian,127.1,394.5,267.4,3.1038552321007082
13051,GA,Chatham County,Black,358.9,621.0,262.1,1.7302869880189469
13051,GA,Chatham County,Hispanic,108.1,248.0,139.9,2.294172062904718
13051,GA,Chatham County,Overall,273.0,472.7,199.7,1.7315018315018316
13051,GA,Chatham County,White,245.8,428.2,182.39999999999998,1.7420667209113099
13053,GA,Chattahoochee County,Black,298.7,631.5,332.8,2.1141613659189824
13053,GA,Chattahoochee County,Hispanic,,191.4,,
13053,GA,Chattahoochee County,Overall,287.8,515.6,227.8,1.7915218902015289
13053,GA,Chattahoochee County,White,368.3,568.0,199.7,1.5422210154765137
13055,GA,Chattooga County,Black,557.0,707.5,150.5,1.270197486535009
13055,GA,Chattooga County,Overall,379.9,636.7,256.80000000000007,1.6759673598315348
13055,GA,Chattooga County,White,394.7,662.1,267.40000000000003,1.6774765644793515
13057,GA,Cherokee County,Asian,96.7,196.4,99.7,2.031023784901758
13057,GA,Cherokee County,Black,266.3,517.0,250.7,1.941419451746151
13057,GA,Cherokee County,Hispanic,106.3,228.2,121.89999999999999,2.1467544684854185
13057,GA,Cherokee County,Overall,248.9,377.4,128.49999999999997,1.5162715950180794
13057,GA,Cherokee County,White,259.2,382.3,123.10000000000002,1.4749228395061729
13059,GA,Clarke County,Black,383.3,534.4,151.09999999999997,1.394208192016697
13059,GA,Clarke County,Hispanic,142.9,115.5,-27.400000000000006,0.808257522743177
13059,GA,Clarke County,Overall,279.5,406.8,127.30000000000001,1.4554561717352414
13059,GA,Clarke County,White,257.1,411.2,154.09999999999997,1.599377674056787
13061,GA,Clay County,Black,504.4,623.8,119.39999999999998,1.2367168913560667
13061,GA,Clay County,Overall,364.1,570.2,206.10000000000002,1.5660532820653668
13061,GA,Clay County,White,299.5,548.2,248.70000000000005,1.8303839732888147
13063,GA,Clayton County,Asian,137.0,233.9,96.9,1.7072992700729928
13063,GA,Clayton County,Black,324.4,515.8,191.39999999999998,1.5900123304562268
13063,GA,Clayton County,Hispanic,138.5,186.4,47.900000000000006,1.3458483754512636
13063,GA,Clayton County,Overall,341.5,499.9,158.39999999999998,1.463836017569546
13063,GA,Clayton County,White,453.5,677.4,223.89999999999998,1.493715545755237
13065,GA,Clinch County,Black,374.2,1813.6,1439.3999999999999,4.846606092998396
13065,GA,Clinch County,Overall,644.0,735.0,91.0,1.141304347826087
13065,GA,Clinch County,White,697.6,606.1,-91.5,0.8688360091743119
13067,GA,Cobb County,Asian,123.7,187.2,63.499999999999986,1.513338722716249
13067,GA,Cobb County,Black,249.5,417.0,167.5,1.6713426853707414
13067,GA,Cobb County,Hispanic,79.1,170.8,91.70000000000002,2.1592920353982303
13067,GA,Cobb County,More than one race,137.0,15.5,-121.5,0.11313868613138686
13067,GA,Cobb County,Overall,226.9,336.3,109.4,1.4821507271925958
13067,GA,Cobb County,White,232.3,341.8,109.5,1.4713732242789497
13069,GA,Coffee County,Black,436.2,529.0,92.80000000000001,1.2127464465841358
13069,GA,Coffee County,Overall,392.1,539.9,147.79999999999995,1.3769446569752612
13069,GA,Coffee County,White,394.6,605.0,210.39999999999998,1.5331981753674606
13071,GA,Colquitt County,Black,393.6,552.3,158.69999999999993,1.403201219512195
13071,GA,Colquitt County,Hispanic,,149.3,,
13071,GA,Colquitt County,Overall,301.6,444.6,143.0,1.4741379310344827
13071,GA,Colquitt County,White,299.4,467.0,167.60000000000002,1.5597862391449566
13073,GA,Columbia County,Asian,122.1,,,
13073,GA,Columbia County,Black,272.4,329.4,57.0,1.2092511013215859
13073,GA,Columbia County,Hispanic,99.4,263.7,164.29999999999998,2.6529175050301808
13073,GA,Columbia County,Overall,190.9,328.8,137.9,1.7223677317967523
13073,GA,Columbia County,White,192.8,341.8,149.0,1.7728215767634854
13075,GA,Cook County,Black,392.5,676.5,284.0,1.7235668789808918
13075,GA,Cook County,Overall,399.9,600.5,200.60000000000002,1.501625406351588
13075,GA,Cook County,White,382.9,573.6,190.70000000000005,1.498041264037608
13077,GA,Coweta County,Asian,156.5,168.8,12.300000000000011,1.078594249201278
13077,GA,Coweta County,Black,393.4,719.8,326.4,1.829689883070666
13077,GA,Coweta County,Hispanic,74.8,185.3,110.50000000000001,2.4772727272727275
13077,GA,Coweta County,Overall,318.3,485.8,167.5,1.5262331134150173
13077,GA,Coweta County,White,309.9,461.2,151.3,1.4882220070990644
13079,GA,Crawford County,Black,448.4,728.5,280.1,1.6246654772524531
13079,GA,Crawford County,Overall,368.9,618.3,249.39999999999998,1.6760639739766874
13079,GA,Crawford County,White,365.5,609.5,244.0,1.6675786593707251
13081,GA,Crisp County,Black,404.8,839.7,434.90000000000003,2.0743577075098814
13081,GA,Crisp County,Overall,323.1,596.3,273.19999999999993,1.8455586505725778
13081,GA,Crisp County,White,271.8,534.3,262.49999999999994,1.9657836644591609
13083,GA,Dade County,Black,342.6,663.2,320.6,1.9357851722124928
13083,GA,Dade County,Hispanic,,208.8,,
13083,GA,Dade County,Overall,384.7,633.3,248.59999999999997,1.646217832076943
13083,GA,Dade County,White,407.1,660.4,253.29999999999995,1.6222058462294275
13085,GA,Dawson County,Asian,,177.7,,
13085,GA,Dawson County,Black,258.2,381.9,123.69999999999999,1.479085979860573
13085,GA,Dawson County,Hispanic,111.4,136.7,25.299999999999983,1.227109515260323
13085,GA,Dawson County,Overall,266.4,370.7,104.30000000000001,1.3915165165165166
13085,GA,Dawson County,White,276.4,391.6,115.20000000000005,1.4167872648335746
13087,GA,Decatur County,Black,344.0,696.7,352.70000000000005,2.0252906976744187
13087,GA,Decatur County,Overall,384.6,632.1,247.5,1.643525741029641
13087,GA,Decatur County,White,348.4,573.0,224.60000000000002,1.6446613088404134
13089,GA,DeKalb County,Asian,99.4,181.9,82.5,1.8299798792756539
13089,GA,DeKalb County,Black,216.2,359.2,143.0,1.6614246068455134
13089,GA,DeKalb County,Hispanic,156.7,178.7,22.0,1.1403956604977665
13089,GA,DeKalb County,More than one race,35.4,368.4,333.0,10.406779661016948
13089,GA,DeKalb County,Overall,195.9,331.8,135.9,1.6937212863705973
13089,GA,DeKalb County,White,172.9,311.5,138.6,1.8016194331983806
13091,GA,Dodge County,Black,354.9,537.9,183.0,1.5156382079459003
13091,GA,Dodge County,Overall,315.5,504.9,189.39999999999998,1.6003169572107765
13091,GA,Dodge County,White,310.1,492.1,182.0,1.5869074492099322
13093,GA,Dooly County,Black,441.3,615.4,174.09999999999997,1.39451620213007
13093,GA,Dooly County,Overall,343.8,560.3,216.49999999999994,1.6297265852239673
13093,GA,Dooly County,White,311.7,557.6,245.90000000000003,1.7888995829323069
13095,GA,Dougherty County,Black,239.8,356.8,117.0,1.48790658882402
13095,GA,Dougherty County,Overall,239.2,413.6,174.40000000000003,1.7290969899665554
13095,GA,Dougherty County,White,268.0,511.1,243.10000000000002,1.907089552238806
13097,GA,Douglas County,Asian,113.7,173.4,59.7,1.525065963060686
13097,GA,Douglas County,Black,370.2,453.2,83.0,1.224203133441383
13097,GA,Douglas County,Hispanic,77.1,340.0,262.9,4.409857328145266
13097,GA,Douglas County,Overall,350.5,546.5,196.0,1.5592011412268187
13097,GA,Douglas County,White,364.4,607.8,243.39999999999998,1.66794731064764
13099,GA,Early County,Black,464.9,818.5,353.6,1.7605936760593677
13099,GA,Early County,Overall,380.6,702.6,322.0,1.8460325801366264
13099,GA,Early County,White,307.2,531.8,224.59999999999997,1.7311197916666665
13101,GA,Echols County,Black,329.2,734.5,405.3,2.2311664641555287
13101,GA,Echols County,Overall,225.1,492.6,267.5,2.1883607285650823
13101,GA,Echols County,White,229.5,471.3,241.8,2.0535947712418303
13103,GA,Effingham County,Asian,,384.4,,
13103,GA,Effingham County,Black,369.1,643.4,274.29999999999995,1.7431590354917366
13103,GA,Effingham County,Hispanic,,223.0,,
13103,GA,Effingham County,Overall,281.3,467.5,186.2,1.6619267685744756
13103,GA,Effingham County,White,253.4,448.2,194.79999999999998,1.7687450670876084
13105,GA,Elbert County,Black,418.7,658.1,239.40000000000003,1.5717697635538572
13105,GA,Elbert County,Overall,384.1,554.7,170.60000000000002,1.4441551679250195
